jpeg_variant,target_size_kb,image_name,decoded_size_kb,encoded_size_kb,brisque,niqe,nima,clip
j2k,75,testimages_cards_b,1645.8759765625,72.751953125,10.62615966796875,5.179107624079557,5.383730411529541,0.35180121660232544
j2k,75,testimages_carrots,1768.32421875,72.7421875,28.27850341796875,5.743066129422402,5.3545427322387695,0.5010454654693604
j2k,75,testimages_chairs,1493.69140625,72.654296875,73.42987060546875,8.820163397262181,5.621308326721191,0.7088707089424133
j2k,75,testimages_clips,1928.359375,72.7373046875,95.07257080078125,11.724708230789268,5.141012191772461,0.27002257108688354
j2k,75,testimages_coins,1861.162109375,72.484375,12.35760498046875,4.17932910708601,4.443521976470947,0.5515225529670715
j2k,75,testimages_cushions,1619.5888671875,72.7421875,21.63397216796875,4.206316172300194,4.412961483001709,0.39339613914489746
j2k,75,testimages_ducks,1604.138671875,72.658203125,50.28240966796875,9.006635845733348,4.937330722808838,0.7135214805603027
j2k,75,testimages_fence,1628.5703125,72.7265625,51.91717529296875,6.486888867184611,5.416506767272949,0.47649240493774414
j2k,75,testimages_flowers,1861.18359375,72.59765625,23.61834716796875,5.319399668636387,4.291025161743164,0.5941877365112305
j2k,75,testimages_garden_table,1851.7734375,72.564453125,16.93524169921875,3.4700413745889684,4.697912693023682,0.591614842414856
j2k,75,testimages_guitar_bridge,1771.1474609375,72.5732421875,4.58416748046875,5.3612006925135285,4.881951332092285,0.490588903427124
j2k,75,testimages_guitar_fret,1653.5048828125,72.7392578125,35.43768310546875,4.579632918836694,4.766208648681641,0.4590410590171814
j2k,75,testimages_guitar_head,1801.1103515625,72.66015625,32.33563232421875,5.137878606254297,4.698246002197266,0.6830114126205444
j2k,75,testimages_keyboard_a,1808.3671875,72.6904296875,6.79217529296875,8.075930609474314,4.90558385848999,0.35738757252693176
j2k,75,testimages_keyboard_b,1768.45703125,72.7265625,29.75604248046875,4.077258535773787,4.242666721343994,0.4948509633541107
j2k,75,testimages_lion,1311.458984375,72.70703125,9.91668701171875,3.782626143812978,4.76325798034668,0.7576032280921936
j2k,75,testimages_multimeter,1789.2099609375,72.6025390625,24.18280029296875,3.8061704594491848,3.9686169624328613,0.5736430287361145
j2k,75,testimages_pencils_a,1560.23828125,72.666015625,78.30389404296875,7.168466147801483,5.423555374145508,0.7098535299301147
j2k,75,testimages_pencils_b,1550.1533203125,72.7119140625,72.96893310546875,5.540609781415322,5.537288665771484,0.6174673438072205
j2k,75,testimages_pillar,1671.1220703125,72.61328125,13.70867919921875,3.200658715114276,4.534193992614746,0.6972062587738037
j2k,75,testimages_plastic,1796.005859375,72.6279296875,18.33270263671875,6.342679810100684,5.145824432373047,0.7551695704460144
j2k,75,testimages_roof,1357.3359375,72.546875,103.34881591796875,11.854036629318067,4.981577396392822,0.5089173316955566
j2k,75,testimages_scarf,1944.3876953125,72.625,51.89178466796875,7.670876763842905,4.663300514221191,0.460951030254364
j2k,75,testimages_screws,1923.865234375,72.689453125,32.42791748046875,5.721564334075645,4.897433757781982,0.39405661821365356
j2k,75,testimages_snails,1659.56640625,72.7529296875,30.06854248046875,4.915848752690051,4.642968654632568,0.39115557074546814
j2k,75,testimages_socks,1915.3984375,72.544921875,4.65740966796875,6.152746274640765,5.325348854064941,0.30146774649620056
j2k,75,testimages_sweets,1754.3486328125,72.66796875,37.39764404296875,7.548381166895418,4.362085819244385,0.35837024450302124
j2k,75,testimages_tomatoes_a,1697.8818359375,72.6884765625,44.13641357421875,10.759529382973938,5.154634475708008,0.44523945450782776
j2k,75,testimages_tomatoes_b,1636.7529296875,72.7041015625,49.59783935546875,7.909591703797524,4.498250484466553,0.3588453531265259
j2k,75,testimages_tools_a,1782.4921875,72.603515625,35.34637451171875,6.022197398126672,4.680956840515137,0.2826167941093445
j2k,75,testimages_tools_b,1780.505859375,72.6123046875,32.49334716796875,6.334123506764545,4.664006233215332,0.6814695596694946
j2k,75,testimages_wood_game,1443.845703125,72.7197265625,21.27069091796875,5.129932709666073,4.5529398918151855,0.513884425163269
j2k,100,testimages_almonds,1839.693359375,95.68359375,18.80047607421875,3.5569671103312843,4.586486339569092,0.42259255051612854
j2k,100,testimages_apples,1641.8115234375,95.8837890625,23.82391357421875,4.8473300398847385,4.506465911865234,0.7801634073257446
j2k,100,testimages_baloons,1692.7900390625,95.796875,41.30877685546875,7.501646926204338,4.567102432250977,0.4777018129825592
j2k,100,testimages_bananas,1745.306640625,95.8203125,14.05438232421875,4.90928698642752,4.134654998779297,0.7825026512145996
j2k,100,testimages_billiard_balls_a,1606.6220703125,95.7939453125,52.53826904296875,5.734695239766369,4.847508430480957,0.4504839777946472
j2k,100,testimages_billiard_balls_b,1713.51171875,95.75,23.07049560546875,4.112395967448945,4.86259651184082,0.4333437383174896
